fullName,jerseyNum,height,position,classYr,teamMarketTo,conferenceShortNameTo,teamMarketFrom,conferenceShortNameFrom,mins,ptsScored,ast,reb,stl,blk,ptsScoredPg,astPg,rebPg,stlPg,blkPg
Rylie Theuerkauf,14.0,69.0,G,Sophomore,Georgia,SEC,Wake Forest,ACC,789.1,349.0,42.0,53.0,24.0,7.0,12.03448,1.44828,1.82759,0.82759,0.24138
Danelle Arigbabu,8.0,76.0,F,Senior,Virginia,ACC,West Virginia,Big 12,87.02,16.0,4.0,8.0,2.0,3.0,1.06667,0.26667,0.53333,0.13333,0.2
Taylor Smith,20.0,74.0,F,Sophomore,Gonzaga,WCC,Weber St.,Big Sky,799.65,331.0,63.0,155.0,36.0,35.0,12.73077,2.42308,5.96154,1.38462,1.34615
Zya Nugent,,,,,Saint Louis,A10,West Virginia,Big 12,,,,,,,,,,,
Destiny Agubata,4.0,71.0,G,Freshman,Georgetown,Big East,West Virginia,Big 12,132.69,60.0,4.0,30.0,8.0,0.0,2.5,0.16667,1.25,0.33333,0.0
Feryal Defne Atli,17.0,75.0,F,Freshman,App State,Sun Belt,West Virginia,Big 12,26.12,7.0,1.0,6.0,1.0,0.0,0.875,0.125,0.75,0.125,0.0
Nicole Azar,22.0,71.0,G,Senior,Lee,Gulf South,Western Caro.,SoCon,178.13,48.0,1.0,10.0,6.0,2.0,2.08696,0.04348,0.43478,0.26087,0.08696
Chelsea Wooten,0.0,69.0,G,Senior,A&M-Corpus Christi,Southland,Western Caro.,SoCon,744.87,176.0,42.0,63.0,22.0,3.0,6.51852,1.55556,2.33333,0.81481,0.11111
Mackenzie Chatfield,0.0,69.0,G,Sophomore,Washington St.,WCC,Western Ky.,CUSA,572.32,165.0,67.0,39.0,31.0,1.0,5.68966,2.31034,1.34483,1.06897,0.03448
Tyja Beans,5.0,71.0,F,Sophomore,Col. of Charleston,CAA,Western Caro.,SoCon,845.26,324.0,35.0,208.0,24.0,12.0,12.0,1.2963,7.7037,0.88889,0.44444
Kyra Gardner,12.0,71.0,G,Junior,Idaho,Big Sky,Washington St.,WCC,291.87,102.0,16.0,44.0,15.0,12.0,3.29032,0.51613,1.41935,0.48387,0.3871
Artemis Kouki,5.0,72.0,G,Junior,Eastern Mich.,MAC,Western Mich.,MAC,357.97,83.0,15.0,34.0,15.0,2.0,3.19231,0.57692,1.30769,0.57692,0.07692
Josie Gilvin,33.0,72.0,F,Junior,Kentucky,SEC,Western Ky.,CUSA,956.97,405.0,70.0,191.0,79.0,24.0,13.5,2.33333,6.36667,2.63333,0.8
Astera Tuhina,11.0,69.0,G,Junior,Oregon,Big Ten,Washington St.,WCC,1068.0,272.0,123.0,128.0,42.0,7.0,8.0,3.61765,3.76471,1.23529,0.20588
Evyn Carrier,23.0,76.0,F,Freshman,Toledo,MAC,Western Mich.,MAC,288.51,93.0,6.0,80.0,10.0,10.0,4.22727,0.27273,3.63636,0.45455,0.45455
Ornella Niankan,5.0,73.0,F,Senior,Fordham,A10,Wichita St.,American,623.32,128.0,40.0,105.0,15.0,19.0,4.26667,1.33333,3.5,0.5,0.63333
KP Parr,2.0,64.0,G,Freshman,Texas St.,Sun Belt,Wichita St.,American,589.02,106.0,59.0,89.0,34.0,1.0,3.41935,1.90323,2.87097,1.09677,0.03226
Jayla Murray,,,,,Ole Miss,SEC,Wichita St.,American,,,,,,,,,,,
Jasmine Peaks,22.0,66.0,G,Junior,Longwood,Big South,Wichita St.,American,414.73,75.0,45.0,34.0,13.0,0.0,2.88462,1.73077,1.30769,0.5,0.0
Aicha Ndour,21.0,78.0,F,Senior,Georgia,SEC,Wichita St.,American,327.83,78.0,10.0,97.0,7.0,32.0,2.78571,0.35714,3.46429,0.25,1.14286
Salese Blow,25.0,71.0,G,Sophomore,Texas A&M,SEC,Wichita St.,American,947.45,379.0,52.0,91.0,34.0,2.0,12.22581,1.67742,2.93548,1.09677,0.06452
Princess Anderson,,,,,Charlotte,American,Wichita St.,American,,,,,,,,,,,
Jordan Jackson,,,,,Houston Christian,Southland,Wichita St.,American,,,,,,,,,,,
Kayla Rolph,,,,,Boston College,ACC,William & Mary,CAA,,,,,,,,,,,
Marissa Gasaway,4.0,71.0,F,Senior,ULM,Sun Belt,Winthrop,Big South,530.45,187.0,22.0,177.0,16.0,3.0,6.44828,0.75862,6.10345,0.55172,0.10345
K'Nari Holliday,32.0,74.0,F,Junior,A&M-Corpus Christi,Southland,West Ga.,ASUN,713.22,233.0,21.0,169.0,23.0,23.0,8.32143,0.75,6.03571,0.82143,0.82143
Adelaide McLeod,,,,,Roosevelt,GLIAC,Winthrop,Big South,,,,,,,,,,,
Sarah Rekowski,25.0,75.0,F,Freshman,Eastern Mich.,MAC,Western Mich.,MAC,136.75,26.0,3.0,33.0,0.0,2.0,1.52941,0.17647,1.94118,0.0,0.11765
Ronaltha Marc,3.0,70.0,G,Senior,South Alabama,Sun Belt,Winthrop,Big South,906.2,205.0,40.0,101.0,45.0,5.0,7.06897,1.37931,3.48276,1.55172,0.17241
Blessing Okoh,11.0,72.0,F,Senior,Sam Houston,CUSA,Winthrop,Big South,416.02,86.0,7.0,103.0,18.0,10.0,3.18519,0.25926,3.81481,0.66667,0.37037
Ciara Harris,,,,,Anderson (SC),SAC,Winthrop,Big South,,,,,,,,,,,
Tessa Grady,,,,,Coastal Carolina,Sun Belt,Wisconsin,Big Ten,,,,,,,,,,,
D'Yanis Jimenez,23.0,68.0,G,Sophomore,Coastal Carolina,Sun Belt,Wisconsin,Big Ten,253.45,46.0,27.0,34.0,11.0,3.0,1.76923,1.03846,1.30769,0.42308,0.11538
Gracie Grzesk,,,,,Green Bay,Horizon,Wisconsin,Big Ten,,,,,,,,,,,
Carter McCray,,,,,West Virginia,Big 12,Wisconsin,Big Ten,,,,,,,,,,,
Rachael Rose,,,,,Clemson,ACC,Wofford,SoCon,,,,,,,,,,,
Helen Matthews,5.0,70.0,G,Senior,UC Davis,Big West,Wofford,SoCon,707.8,264.0,51.0,112.0,22.0,11.0,12.0,2.31818,5.09091,1.0,0.5
Evangelia Paulk,,,,,Iowa St.,Big 12,Wofford,SoCon,,,,,,,,,,,
Indiya Clarke,20.0,71.0,G,Junior,Fresno St.,MWC,Wofford,SoCon,150.73,40.0,8.0,24.0,3.0,1.0,5.0,1.0,3.0,0.375,0.125
Macie Taylor,10.0,67.0,G,Sophomore,Miami (OH),MAC,Wright St.,Horizon,662.86,225.0,52.0,83.0,33.0,1.0,7.25806,1.67742,2.67742,1.06452,0.03226
Makiya Miller,3.0,67.0,G,Junior,Jacksonville,ASUN,Wright St.,Horizon,876.66,265.0,48.0,84.0,36.0,3.0,8.54839,1.54839,2.70968,1.16129,0.09677
Libby Privett,10.0,68.0,G,Junior,Lee,Gulf South,Wofford,SoCon,522.5,126.0,19.0,84.0,13.0,2.0,5.72727,0.86364,3.81818,0.59091,0.09091
Elle Bruschuk,,,,,Marist,MAAC,Wright St.,Horizon,,,,,,,,,,,
Serah Williams,,,,,UConn,Big East,Wisconsin,Big Ten,,,,,,,,,,,
Jada Burton,10.0,68.0,G,Senior,App State,Sun Belt,Western Caro.,SoCon,893.03,259.0,132.0,117.0,28.0,15.0,9.59259,4.88889,4.33333,1.03704,0.55556
Júlia Garcia Roig,4.0,67.0,G,Sophomore,Drexel,CAA,Xavier,Big East,386.9,78.0,25.0,23.0,18.0,2.0,2.68966,0.86207,0.7931,0.62069,0.06897
Olivia Borsutzki,21.0,71.0,G,Freshman,Omaha,Summit,Xavier,Big East,8.79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.33333,0.33333,0.0
Irune Orio,31.0,74.0,G,Sophomore,Pepperdine,WCC,Xavier,Big East,533.58,107.0,28.0,96.0,9.0,3.0,3.56667,0.93333,3.2,0.3,0.1
Daniela López,7.0,70.0,G,Sophomore,ETSU,SoCon,Xavier,Big East,527.02,166.0,18.0,61.0,27.0,4.0,5.53333,0.6,2.03333,0.9,0.13333
Aizhanique Mayo,,,,,DePaul,Big East,Xavier,Big East,,,,,,,,,,,
Lika Kvirkvelia,13.0,76.0,F,Freshman,UAB,American,Xavier,Big East,277.85,45.0,14.0,50.0,4.0,5.0,1.66667,0.51852,1.85185,0.14815,0.18519
Candace Kpetikou,3.0,75.0,F,Freshman,Miami (FL),ACC,Washington St.,WCC,349.57,101.0,7.0,97.0,11.0,24.0,3.15625,0.21875,3.03125,0.34375,0.75
Jovana Nikolić,,,,,Lindenwood,OVC,Xavier,Big East,,,,,,,,,,,
Fia Proctor,4.0,74.0,F,Freshman,Seattle U,WAC,Wyoming,MWC,,,,,,,,,,,
