fullName,jerseyNum,height,position,classYr,teamMarketTo,conferenceShortNameTo,teamMarketFrom,conferenceShortNameFrom,mins,ptsScored,ast,reb,stl,blk,ptsScoredPg,astPg,rebPg,stlPg,blkPg
Carly Keats,23.0,67.0,G,Junior,Southern Miss.,Sun Belt,Arkansas,SEC,616.99,208.0,18.0,43.0,6.0,3.0,6.93333,0.6,1.43333,0.2,0.1
Pinja Paananen,16.0,74.0,F,Freshman,Sacramento St.,Big Sky,Arkansas,SEC,234.98,40.0,5.0,41.0,5.0,6.0,1.53846,0.19231,1.57692,0.19231,0.23077
Tyi Skinner,,,,,SMU,ACC,Arizona St.,Big 12,,,,,,,,,,,
Savannah Scott,,,,,UCF,Big 12,Auburn,SEC,,,,,,,,,,,
Audia Young,,,,,Xavier,Big East,Auburn,SEC,,,,,,,,,,,
Taliah Scott,,,,,Baylor,Big 12,Auburn,SEC,,,,,,,,,,,
Timya Thurman,32.0,77.0,F,Sophomore,Southern Miss.,Sun Belt,Auburn,SEC,62.25,7.0,1.0,8.0,2.0,2.0,0.53846,0.07692,0.61538,0.15385,0.15385
Oyindamola Akinbolawa,,,,,Syracuse,ACC,Auburn,SEC,,,,,,,,,,,
Yakiya Milton,7.0,76.0,F,Sophomore,Southern California,Big Ten,Auburn,SEC,209.89,36.0,4.0,43.0,1.0,9.0,1.89474,0.21053,2.26316,0.05263,0.47368
Jordan Hunter,,,,,Memphis,American,Auburn,SEC,,,,,,,,,,,
Yuting Deng,,,,,Baylor,Big 12,Auburn,SEC,,,,,,,,,,,
Jordan Boddie,1.0,66.0,G,Sophomore,Florida A&M,SWAC,Austin Peay,ASUN,308.09,95.0,19.0,27.0,8.0,1.0,4.75,0.95,1.35,0.4,0.05
La'Nya Foster,10.0,70.0,G,Sophomore,Georgia Tech,ACC,Austin Peay,ASUN,924.35,340.0,65.0,195.0,41.0,34.0,11.72414,2.24138,6.72414,1.41379,1.17241
Anala Nelson,3.0,67.0,G,Junior,ETSU,SoCon,Austin Peay,ASUN,808.29,138.0,64.0,82.0,26.0,2.0,4.75862,2.2069,2.82759,0.89655,0.06897
Briana Rivera,15.0,65.0,G,Freshman,Samford,SoCon,Austin Peay,ASUN,295.07,86.0,5.0,12.0,7.0,0.0,3.44,0.2,0.48,0.28,0.0
Abby Cater,5.0,67.0,G,Senior,Wichita St.,American,Austin Peay,ASUN,694.24,186.0,21.0,77.0,39.0,16.0,6.41379,0.72414,2.65517,1.34483,0.55172
Rose Azmoudeh,,,,,Boston U.,Patriot,Austin Peay,ASUN,,,,,,,,,,,
Kiki Smith,,,,,Purdue,Big Ten,Arkansas,SEC,,,,,,,,,,,
Sa'Mya Wyatt,,,,,St. John's (NY),Big East,Austin Peay,ASUN,,,,,,,,,,,
Karley Johnson,20.0,69.0,G,Junior,Grand Canyon,WAC,Arkansas,SEC,461.38,78.0,19.0,91.0,21.0,4.0,2.6,0.63333,3.03333,0.7,0.13333
Nisea Burrell,0.0,65.0,G,Senior,Detroit Mercy,Horizon,Austin Peay,ASUN,327.96,57.0,23.0,25.0,16.0,2.0,2.59091,1.04545,1.13636,0.72727,0.09091
Naia Tanuvasa,0.0,70.0,G,Freshman,Utah Valley,WAC,BYU,Big 12,27.04,7.0,3.0,4.0,1.0,0.0,0.7,0.3,0.4,0.1,0.0
Sydney Bolden,3.0,68.0,G,Junior,IU Indy,Horizon,Ball St.,MAC,150.97,23.0,10.0,12.0,11.0,1.0,1.15,0.5,0.6,0.55,0.05
Amari Whiting,,,,,Oklahoma St.,Big 12,BYU,Big 12,,,,,,,,,,,
Mallory Miller,,,,,Butler,Big East,Arizona St.,Big 12,,,,,,,,,,,
Hailey Smith,30.0,70.0,F,Sophomore,IU Indy,Horizon,Ball St.,MAC,56.63,15.0,2.0,15.0,2.0,0.0,1.25,0.16667,1.25,0.16667,0.0
Olivia Smith,31.0,70.0,F,Sophomore,IU Indy,Horizon,Ball St.,MAC,17.08,2.0,0.0,4.0,1.0,0.0,0.2,0.0,0.4,0.1,0.0
Mina Milosevic,0.0,74.0,F,Freshman,Omaha,Summit,Bellarmine,ASUN,34.44,17.0,0.0,9.0,1.0,0.0,1.88889,0.0,1.0,0.11111,0.0
Maliyah Johnson,2.0,75.0,F,Senior,George Mason,A10,Ball St.,MAC,548.15,180.0,26.0,114.0,12.0,9.0,5.29412,0.76471,3.35294,0.35294,0.26471
Waiata Jennings,,,,,Alabama,SEC,Baylor,Big 12,,,,,,,,,,,
Asianae Nicholson,,,,,Charlotte,American,Bethune-Cookman,SWAC,,,,,,,,,,,
Camryn Fauria,10.0,72.0,G,Junior,New Hampshire,AmEast,Binghamton,AmEast,448.97,123.0,10.0,87.0,12.0,2.0,4.55556,0.37037,3.22222,0.44444,0.07407
Jadyn Weltz,24.0,67.0,G,Junior,Vermont,AmEast,Binghamton,AmEast,732.27,261.0,71.0,67.0,47.0,0.0,9.66667,2.62963,2.48148,1.74074,0.0
Laila Lancaster,23.0,77.0,F,Freshman,Tennessee St.,OVC,Bethune-Cookman,SWAC,37.22,1.0,1.0,4.0,0.0,3.0,0.1,0.1,0.4,0.0,0.3
T'yana Todd,30.0,72.0,G,Junior,Ohio St.,Big Ten,Boston College,ACC,928.51,438.0,47.0,83.0,33.0,6.0,13.6875,1.46875,2.59375,1.03125,0.1875
Teya Sidberry,,,,,Texas,SEC,Boston College,ACC,,,,,,,,,,,
Kaylee Krysztof,2.0,69.0,G,Sophomore,St. Bonaventure,A10,Binghamton,AmEast,174.65,53.0,5.0,18.0,6.0,1.0,3.3125,0.3125,1.125,0.375,0.0625
Kaylah Ivey,2.0,68.0,G,Senior,Rutgers,Big Ten,Boston College,ACC,782.85,178.0,160.0,49.0,21.0,0.0,5.5625,5.0,1.53125,0.65625,0.0
Savannah Samuel,33.0,73.0,G,Senior,Georgia Tech,ACC,Boston College,ACC,552.85,177.0,17.0,65.0,24.0,8.0,6.32143,0.60714,2.32143,0.85714,0.28571
Lili Krasovec,,,,,Purdue Fort Wayne,Horizon,Boston College,ACC,,,,,,,,,,,
JaKayla Thompson,1.0,68.0,G,Sophomore,Liberty,CUSA,Boston College,ACC,212.97,48.0,18.0,37.0,11.0,0.0,2.18182,0.81818,1.68182,0.5,0.0
Nene Ndiaye,10.0,73.0,F,Sophomore,Rutgers,Big Ten,Boston College,ACC,405.54,131.0,25.0,70.0,13.0,10.0,4.36667,0.83333,2.33333,0.43333,0.33333
Kayla Lezama,14.0,72.0,G,Sophomore,Hampton,CAA,Boston College,ACC,358.71,76.0,16.0,30.0,21.0,4.0,2.62069,0.55172,1.03448,0.72414,0.13793
Tatum Greene,,,,,Florida St.,ACC,Boston College,ACC,,,,,,,,,,,
Channing Warren,23.0,75.0,F,Freshman,Furman,SoCon,Boston U.,Patriot,195.45,45.0,1.0,46.0,5.0,8.0,1.875,0.04167,1.91667,0.20833,0.33333
Brook Simpson,23.0,71.0,G,Freshman,Loyola Chicago,A10,Bowling Green,MAC,8.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0
Keiryn McGuff,14.0,72.0,F,Sophomore,Akron,MAC,Bowling Green,MAC,353.4,82.0,7.0,79.0,7.0,7.0,3.72727,0.31818,3.59091,0.31818,0.31818
Lexi Fleming,,,,,High Point,Big South,Bowling Green,MAC,,,,,,,,,,,
Breezie Williams,,,,,Wright St.,Horizon,Bryant,AmEast,,,,,,,,,,,
Gabrielle Sweeney,10.0,73.0,F,Freshman,Mercyhurst,NEC,Bryant,AmEast,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Jada Leonard,,,,,Cleveland St.,Horizon,Bryant,AmEast,939.74,340.0,63.0,111.0,60.0,6.0,12.14286,2.25,3.96429,2.14286,0.21429
Camerah Langston,1.0,71.0,F,Junior,Augusta,Peach Belt,Bethune-Cookman,SWAC,164.98,41.0,11.0,26.0,5.0,3.0,2.27778,0.61111,1.44444,0.27778,0.16667
Marisa Smith,,,,,Bucknell,Patriot,Binghamton,AmEast,,,,,,,,,,,
Silvia Gonzalez,14.0,74.0,F,Sophomore,George Washington,A10,Bryant,AmEast,377.17,99.0,14.0,53.0,10.0,6.0,3.41379,0.48276,1.82759,0.34483,0.2069
Sophia Sabino,22.0,69.0,G,Junior,New Hampshire,AmEast,Bucknell,Patriot,915.29,217.0,101.0,70.0,34.0,4.0,7.23333,3.36667,2.33333,1.13333,0.13333
Jaylin Hartman,,,,,Tampa,Sunshine State,Buffalo,MAC,,,,,,,,,,,
Ashley Sofilkanich,12.0,75.0,F,Sophomore,Michigan,Big Ten,Bucknell,Patriot,987.44,610.0,94.0,260.0,22.0,69.0,19.67742,3.03226,8.3871,0.70968,2.22581
Lani Cornfield,4.0,66.0,G,Senior,Arizona,Big 12,Buffalo,MAC,1078.42,365.0,196.0,141.0,87.0,3.0,10.73529,5.76471,4.14706,2.55882,0.08824
Alexis Davis,23.0,72.0,F,Sophomore,Monmouth,CAA,Buffalo,MAC,514.26,161.0,13.0,141.0,13.0,6.0,5.96296,0.48148,5.22222,0.48148,0.22222
Kirsten Lewis-Williams,,,,,South Fla.,American,Buffalo,MAC,,,,,,,,,,,
Mallory Daly,2.0,68.0,G,Freshman,Robert Morris,Horizon,Buffalo,MAC,131.04,19.0,12.0,24.0,8.0,2.0,0.95,0.6,1.2,0.4,0.1
Makenna Shaffer,13.0,73.0,G,Sophomore,Weber St.,Big Sky,Buffalo,MAC,34.43,6.0,0.0,2.0,0.0,0.0,0.5,0.0,0.16667,0.0,0.0
Cristen Carter,24.0,76.0,F,Sophomore,Georgetown,Big East,Butler,Big East,485.93,169.0,30.0,133.0,6.0,20.0,5.28125,0.9375,4.15625,0.1875,0.625
Allie Hueckman,,,,,Northwest Nazarene,Great Northwest,Boise St.,MWC,,,,,,,,,,,
Teryn Gardner,22.0,70.0,G,Freshman,Gonzaga,WCC,Boise St.,MWC,356.06,96.0,16.0,63.0,16.0,1.0,3.31034,0.55172,2.17241,0.55172,0.03448
Caylen Spano,20.0,67.0,G,Freshman,Fla. Southern,Sunshine State,Buffalo,MAC,,,,,,,,,,,
Jordan Meulemans,23.0,72.0,G,Sophomore,Marquette,Big East,Butler,Big East,744.1,210.0,31.0,55.0,10.0,7.0,7.77778,1.14815,2.03704,0.37037,0.25926
Lily Carmody,,,,,Boston College,ACC,Butler,Big East,,,,,,,,,,,
Ary Dizon,4.0,74.0,F,Senior,Western Caro.,SoCon,CSU Bakersfield,Big West,970.56,284.0,53.0,171.0,32.0,68.0,9.46667,1.76667,5.7,1.06667,2.26667
Ileana Feliz,23.0,73.0,F,Freshman,Canisius,MAAC,CSU Bakersfield,Big West,55.8,22.0,1.0,12.0,0.0,1.0,1.69231,0.07692,0.92308,0.0,0.07692
Caitie Gingras,2.0,69.0,G,Freshman,Eastern Wash.,Big Sky,CSU Bakersfield,Big West,621.6,159.0,16.0,53.0,7.0,1.0,6.625,0.66667,2.20833,0.29167,0.04167
Garrisen Freeman,32.0,70.0,G,Junior,Siena,MAAC,CSU Bakersfield,Big West,692.45,120.0,24.0,93.0,21.0,11.0,5.0,1.0,3.875,0.875,0.45833
Trinity Slocum,55.0,68.0,G,Junior,A&M-Corpus Christi,Southland,CSU Bakersfield,Big West,307.21,73.0,29.0,58.0,22.0,2.0,4.5625,1.8125,3.625,1.375,0.125
Sincere Hardwick,23.0,73.0,F,Sophomore,CSUSB,CCAA,CSUN,Big West,42.88,2.0,2.0,7.0,1.0,0.0,0.25,0.25,0.875,0.125,0.0
Sierra Lichtie,4.0,72.0,F,Sophomore,Gonzaga,WCC,Cal Poly,Big West,842.55,296.0,44.0,185.0,35.0,9.0,10.57143,1.57143,6.60714,1.25,0.32143
Kylie Robertson,,,,,Western Ore.,Great Northwest,CSUN,Big West,,,,,,,,,,,
Aaliyah Stanton,24.0,63.0,G,Sophomore,UC Riverside,Big West,Cal St. Fullerton,Big West,807.1,380.0,52.0,76.0,37.0,3.0,14.07407,1.92593,2.81481,1.37037,0.11111
Yves Cox,5.0,74.0,F,Freshman,Arkansas St.,Sun Belt,CSUN,Big West,414.85,124.0,6.0,124.0,6.0,27.0,4.96,0.24,4.96,0.24,1.08
Karsyn Norman,,,,,Ball St.,MAC,Butler,Big East,,,,,,,,,,,
Mary Carter,24.0,75.0,G,Sophomore,Wake Forest,ACC,Cal Poly,Big West,951.36,391.0,28.0,183.0,18.0,33.0,13.03333,0.93333,6.1,0.6,1.1
Eva Levingston,12.0,72.0,G,Sophomore,Robert Morris,Horizon,Cal St. Fullerton,Big West,904.65,217.0,38.0,214.0,35.0,7.0,7.75,1.35714,7.64286,1.25,0.25
Demonnie Lagway,10.0,70.0,F,Junior,Southern U.,SWAC,Cal St. Fullerton,Big West,665.84,165.0,36.0,68.0,21.0,3.0,6.34615,1.38462,2.61538,0.80769,0.11538
Riley Makalusky,,,,,West Virginia,Big 12,Butler,Big East,,,,,,,,,,,
Jocelyn Land,14.0,72.0,F,Freshman,Montana,Big Sky,Butler,Big East,344.44,110.0,15.0,35.0,6.0,9.0,3.4375,0.46875,1.09375,0.1875,0.28125
Claudia Fiel,10.0,66.0,G,Sophomore,Iona,MAAC,California Baptist,WAC,682.14,149.0,74.0,71.0,22.0,2.0,5.73077,2.84615,2.73077,0.84615,0.07692
Marta Suárez,7.0,75.0,F,Senior,TCU,Big 12,California,ACC,909.5,404.0,78.0,224.0,23.0,14.0,13.03226,2.51613,7.22581,0.74194,0.45161
Kamryn Mafua,14.0,73.0,F,Freshman,Utah,Big 12,California,ACC,77.12,24.0,0.0,14.0,1.0,4.0,1.71429,0.0,1.0,0.07143,0.28571
Mariam Sanogo,11.0,74.0,F,Junior,Texas Tech,Big 12,Canisius,MAAC,639.94,175.0,23.0,143.0,27.0,21.0,5.64516,0.74194,4.6129,0.87097,0.67742
Elizabeth Abiara,32.0,74.0,F,Sophomore,Sacramento St.,Big Sky,Central Ark.,ASUN,626.28,186.0,9.0,209.0,9.0,19.0,6.0,0.29032,6.74194,0.29032,0.6129
Cheyenne Banks,42.0,76.0,F,Junior,Wichita St.,American,Central Ark.,ASUN,426.3,83.0,10.0,101.0,3.0,7.0,2.76667,0.33333,3.36667,0.1,0.23333
Alonna Sellers,22.0,73.0,F,Junior,Stony Brook,CAA,Central Conn. St.,NEC,296.8,90.0,3.0,85.0,7.0,6.0,6.92308,0.23077,6.53846,0.53846,0.46154
Destine Duckworth,12.0,72.0,F,Junior,East Texas A&M,Southland,Central Ark.,ASUN,280.95,104.0,5.0,64.0,1.0,1.0,3.46667,0.16667,2.13333,0.03333,0.03333
Tamara Ortiz,2.0,64.0,G,Freshman,South Alabama,Sun Belt,Central Mich.,MAC,315.06,137.0,21.0,26.0,12.0,0.0,12.45455,1.90909,2.36364,1.09091,0.0
Dagny Slomack,13.0,66.0,G,Freshman,UMBC,AmEast,Central Conn. St.,NEC,820.42,245.0,41.0,41.0,16.0,3.0,8.75,1.46429,1.46429,0.57143,0.10714
Jess Lawson,,,,,LMU (CA),WCC,Central Mich.,MAC,,,,,,,,,,,
Catherine Alben,1.0,67.0,G,Junior,Georgia Tech,ACC,Charleston So.,Big South,839.14,482.0,46.0,111.0,42.0,2.0,16.62069,1.58621,3.82759,1.44828,0.06897
Hailee Brennen,25.0,75.0,F,Junior,New Orleans,Southland,Charleston So.,Big South,19.19,2.0,0.0,4.0,0.0,0.0,0.66667,0.0,1.33333,0.0,0.0
Keshunti Nichols,12.0,72.0,F,Senior,ULM,Sun Belt,Charleston So.,Big South,609.94,234.0,31.0,120.0,24.0,20.0,9.0,1.19231,4.61538,0.92308,0.76923
Tracey Hueston,,,,,Coastal Carolina,Sun Belt,Charlotte,American,,,,,,,,,,,
Zahra King,,,,,SMU,ACC,California,ACC,,,,,,,,,,,
Sydney White,22.0,69.0,G,Sophomore,Weber St.,Big Sky,California Baptist,WAC,384.6,63.0,20.0,34.0,12.0,0.0,2.52,0.8,1.36,0.48,0.0
Hayleigh Breland,23.0,68.0,G,Junior,Southern Miss.,Sun Belt,Charlotte,American,929.21,366.0,74.0,145.0,31.0,2.0,11.4375,2.3125,4.53125,0.96875,0.0625
Desrae Kyles,,,,,Ole Miss,SEC,Central Mich.,MAC,,,,,,,,,,,
Nia Anderson,13.0,66.0,G,Sophomore,Cal Poly,Big West,California Baptist,WAC,239.8,40.0,9.0,45.0,9.0,1.0,2.35294,0.52941,2.64706,0.52941,0.05882
DeeDee Shephard,3.0,68.0,G,Senior,Nicholls,Southland,Charlotte,American,113.48,47.0,5.0,18.0,4.0,3.0,4.27273,0.45455,1.63636,0.36364,0.27273
Gemma Nunez,20.0,67.0,G,Junior,Texas Tech,Big 12,Campbell,CAA,1131.98,265.0,211.0,174.0,71.0,13.0,8.0303,6.39394,5.27273,2.15152,0.39394
Keanna Rembert,31.0,74.0,F,Junior,East Carolina,American,Charlotte,American,793.02,349.0,24.0,185.0,25.0,10.0,10.90625,0.75,5.78125,0.78125,0.3125
Tena Ikidi,40.0,75.0,F,Senior,CSU Bakersfield,Big West,Charlotte,American,243.69,48.0,3.0,66.0,8.0,12.0,1.6,0.1,2.2,0.26667,0.4
Nia Young,5.0,72.0,G,Junior,N.C. Central,MEAC,Charlotte,American,191.64,26.0,6.0,35.0,4.0,1.0,1.04,0.24,1.4,0.16,0.04
Alexis Andrews,4.0,68.0,G,Sophomore,Monmouth,CAA,Charlotte,American,707.99,286.0,21.0,55.0,26.0,0.0,8.9375,0.65625,1.71875,0.8125,0.0
Josie Hill,14.0,73.0,F,Junior,South Dakota,Summit,Chicago St.,NEC,905.65,373.0,44.0,192.0,30.0,38.0,12.43333,1.46667,6.4,1.0,1.26667
Masa Buzic,4.0,70.0,G,Freshman,Jacksonville St.,CUSA,Chattanooga,SoCon,20.75,5.0,1.0,1.0,1.0,0.0,0.625,0.125,0.125,0.125,0.0
Asha Walker,11.0,70.0,G,Sophomore,A&M-Corpus Christi,Southland,Chicago St.,NEC,672.79,184.0,21.0,56.0,27.0,5.0,6.34483,0.72414,1.93103,0.93103,0.17241
Jacia Cunningham,15.0,69.0,G,Sophomore,Presbyterian,Big South,Chicago St.,NEC,567.83,271.0,33.0,49.0,20.0,3.0,13.55,1.65,2.45,1.0,0.15
A'riel Jackson,34.0,69.0,G,Junior,Auburn,SEC,Cincinnati,Big 12,786.76,200.0,60.0,85.0,31.0,3.0,6.89655,2.06897,2.93103,1.06897,0.10345
Abby Holtman,7.0,71.0,G,Sophomore,Mercer,SoCon,Cincinnati,Big 12,241.77,71.0,13.0,24.0,6.0,1.0,2.44828,0.44828,0.82759,0.2069,0.03448
Chloe Mann,0.0,68.0,G,Freshman,Grand Canyon,WAC,Cincinnati,Big 12,604.27,237.0,45.0,43.0,32.0,4.0,8.46429,1.60714,1.53571,1.14286,0.14286
Bella Ranallo,13.0,66.0,G,Freshman,Ohio,MAC,Clemson,ACC,8.66,3.0,2.0,1.0,0.0,0.0,0.42857,0.28571,0.14286,0.0,0.0
Brianna Byars,10.0,72.0,F,Sophomore,Georgetown,Big East,Cincinnati,Big 12,504.57,58.0,12.0,104.0,17.0,8.0,2.0,0.41379,3.58621,0.58621,0.27586
Mya Moore,44.0,74.0,F,Junior,Xavier,Big East,Cleveland St.,Horizon,247.52,110.0,11.0,83.0,10.0,28.0,3.23529,0.32353,2.44118,0.29412,0.82353
Mickayla Perdue,0.0,66.0,G,Senior,Arizona,Big 12,Cleveland St.,Horizon,1171.3,687.0,110.0,69.0,45.0,4.0,20.20588,3.23529,2.02941,1.32353,0.11765
Kali Howard,5.0,71.0,F,Senior,Jacksonville,ASUN,Cleveland St.,Horizon,148.34,35.0,5.0,35.0,8.0,1.0,1.34615,0.19231,1.34615,0.30769,0.03846
Jordana Reisma,,,,,Missouri,SEC,Cleveland St.,Horizon,,,,,,,,,,,
Destiny Leo,2.0,70.0,G,Senior,UNLV,MWC,Cleveland St.,Horizon,1206.27,396.0,64.0,192.0,28.0,19.0,11.64706,1.88235,5.64706,0.82353,0.55882
Alancia Ramsey,,,,,Alabama,SEC,Coastal Carolina,Sun Belt,,,,,,,,,,,
Jaidyn Koerdt,23.0,71.0,G,Junior,UNC Asheville,Big South,Coastal Carolina,Sun Belt,20.05,5.0,0.0,1.0,2.0,0.0,1.66667,0.0,0.33333,0.66667,0.0
Savannah Brooks,2.0,69.0,F,Junior,East Carolina,American,Coastal Carolina,Sun Belt,764.4,340.0,66.0,129.0,59.0,6.0,12.59259,2.44444,4.77778,2.18519,0.22222
Jaylen Ponder,,,,,Old Dominion,Sun Belt,Coastal Carolina,Sun Belt,,,,,,,,,,,
Zaria Hurston,23.0,70.0,F,Freshman,Southern U.,SWAC,Coastal Carolina,Sun Belt,459.62,104.0,13.0,70.0,13.0,6.0,4.33333,0.54167,2.91667,0.54167,0.25
Dalanna Carter,,,,,Old Dominion,Sun Belt,Coastal Carolina,Sun Belt,,,,,,,,,,,
Riley Stack,,,,,Old Dominion,Sun Belt,Coastal Carolina,Sun Belt,,,,,,,,,,,
Lara Rohkohl,,,,,BYU,Big 12,Col. of Charleston,CAA,,,,,,,,,,,
Erin Powell,8.0,72.0,F,Freshman,Northern Colo.,Big Sky,Colorado,Big 12,176.03,40.0,9.0,40.0,2.0,0.0,2.10526,0.47368,2.10526,0.10526,0.0
Jazmyn Stone,,,,,Abilene Christian,WAC,Col. of Charleston,CAA,,,,,,,,,,,
Lova Lagerlid,10.0,72.0,G,Freshman,LMU (CA),WCC,Colorado,Big 12,9.41,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.66667,0.33333,0.0
Joseana Vaz,,,,,Eastern Ky.,ASUN,Colorado St.,MWC,,,,,,,,,,,
Filippa Goula,,,,,Oakland,Horizon,Cleveland St.,Horizon,,,,,,,,,,,
Grace Oliver,24.0,73.0,F,Freshman,Wake Forest,ACC,Colorado,Big 12,452.52,120.0,28.0,105.0,15.0,4.0,3.75,0.875,3.28125,0.46875,0.125
Ann Zachariah,12.0,74.0,F,Sophomore,VCU,A10,Colorado St.,MWC,19.04,0.0,2.0,4.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0
Paulina Hernandez,,,,,Youngstown St.,Horizon,Cleveland St.,Horizon,,,,,,,,,,,
Kaylee Headrick,0.0,70.0,F,Junior,Utah Valley,WAC,Colorado St.,MWC,170.65,40.0,11.0,26.0,1.0,3.0,1.73913,0.47826,1.13043,0.04348,0.13043
Tiffany Hammond,2.0,68.0,G,Senior,North Texas,American,Coppin St.,MEAC,1072.42,252.0,64.0,94.0,40.0,5.0,7.63636,1.93939,2.84848,1.21212,0.15152
Angel Jones,,,,,Pittsburgh,ACC,Coppin St.,MEAC,,,,,,,,,,,
Dani McTeer,10.0,72.0,F,Junior,Col. of Charleston,CAA,Coppin St.,MEAC,466.52,104.0,14.0,94.0,14.0,4.0,3.85185,0.51852,3.48148,0.51852,0.14815
Niyah Gaston,20.0,70.0,G,Sophomore,Norfolk St.,MEAC,Coppin St.,MEAC,491.91,162.0,9.0,37.0,7.0,1.0,5.22581,0.29032,1.19355,0.22581,0.03226
Eve Fiala,50.0,77.0,F,Sophomore,Grambling,SWAC,Dayton,A10,116.43,18.0,2.0,40.0,2.0,7.0,0.9,0.1,2.0,0.1,0.35
Brenae Jones-Grant,,,,,Queens (NC),ASUN,Cleveland St.,Horizon,,,,,,,,,,,
Grace Carstensen,2.0,71.0,G,Sophomore,Fla. Atlantic,American,DePaul,Big East,264.12,59.0,15.0,17.0,9.0,2.0,3.93333,1.0,1.13333,0.6,0.13333
Charlece Ohiaeri,3.0,73.0,F,Sophomore,Saint Mary's (CA),WCC,DePaul,Big East,224.37,56.0,10.0,34.0,4.0,3.0,2.24,0.4,1.36,0.16,0.12
Haley Walker,10.0,68.0,G,Sophomore,Fla. Atlantic,American,DePaul,Big East,366.14,65.0,20.0,120.0,15.0,2.0,2.24138,0.68966,4.13793,0.51724,0.06897
Taylor Johnson-Matthews,,,,,Clemson,ACC,DePaul,Big East,,,,,,,,,,,
Denika Lightbourne,0.0,69.0,G,Sophomore,FIU,CUSA,Dayton,A10,73.99,18.0,2.0,12.0,2.0,1.0,1.2,0.13333,0.8,0.13333,0.06667
Ellery Minch,12.0,75.0,G,Freshman,Murray St.,MVC,DePaul,Big East,119.89,36.0,3.0,8.0,3.0,1.0,1.71429,0.14286,0.38095,0.14286,0.04762
Emory Klatt,,,,,Kent St.,MAC,DePaul,Big East,,,,,,,,,,,
Maeve McErlane,13.0,70.0,G,Sophomore,Colorado,Big 12,DePaul,Big East,792.64,142.0,91.0,69.0,18.0,4.0,4.58065,2.93548,2.22581,0.58065,0.12903
Angie Smith,,,,,Oakland,Horizon,DePaul,Big East,,,,,,,,,,,
Michelle Ojo,,,,,DePaul,Big East,Delaware,CAA,,,,,,,,,,,
Alieghya Bartholomew,10.0,68.0,G,Junior,Grambling,SWAC,Delaware,CAA,158.28,42.0,16.0,14.0,5.0,0.0,6.0,2.28571,2.0,0.71429,0.0
Katia Nekic,24.0,68.0,G,Junior,Young Harris,Conference Carolinas,Delaware St.,MEAC,25.11,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0
Kiarra Mcelrath,5.0,67.0,G,Sophomore,Hampton,CAA,Delaware St.,MEAC,804.43,351.0,22.0,94.0,47.0,8.0,14.04,0.88,3.76,1.88,0.32
Jordan Jones,4.0,71.0,G,Junior,Arizona St.,Big 12,Denver,Summit,964.26,531.0,80.0,172.0,32.0,10.0,19.66667,2.96296,6.37037,1.18519,0.37037
Emma Smith,0.0,67.0,G,Junior,App State,Sun Belt,Denver,Summit,959.29,259.0,101.0,144.0,57.0,2.0,9.59259,3.74074,5.33333,2.11111,0.07407
Cire Worley,,,,,Norfolk St.,MEAC,Delaware St.,MEAC,808.29,234.0,43.0,106.0,28.0,5.0,7.09091,1.30303,3.21212,0.84848,0.15152
Iman Addison,24.0,73.0,F,Junior,Delaware St.,MEAC,Denver,Summit,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelina Robles,2.0,65.0,G,Junior,South Dakota,Summit,Denver,Summit,736.37,272.0,34.0,80.0,31.0,1.0,10.07407,1.25926,2.96296,1.14815,0.03704
Alaisha Brown,15.0,70.0,G,Sophomore,Sam Houston,CUSA,Denver,Summit,335.84,67.0,6.0,48.0,8.0,0.0,2.91304,0.26087,2.08696,0.34783,0.0
Kailey Starks,,,,,Western Mich.,MAC,Detroit Mercy,Horizon,,,,,,,,,,,
Circe Rubio Remolar,55.0,74.0,F,Sophomore,Morehead St.,OVC,Delaware St.,MEAC,528.29,106.0,14.0,111.0,13.0,5.0,4.41667,0.58333,4.625,0.54167,0.20833
Louann Battiston,,,,,Rice,American,Duke,ACC,,,,,,,,,,,
Oluchi Okananwa,,,,,Maryland,Big Ten,Duke,ACC,,,,,,,,,,,
McKenzie Stewart,30.0,72.0,F,Sophomore,Jackson St.,SWAC,Delaware St.,MEAC,374.49,64.0,13.0,104.0,22.0,8.0,4.92308,1.0,8.0,1.69231,0.61538
Vanessa de Jesus,2.0,68.0,G,Senior,Notre Dame,ACC,Duke,ACC,446.21,110.0,65.0,49.0,22.0,3.0,3.05556,1.80556,1.36111,0.61111,0.08333
Jerni Kiaku,,,,,Indiana,Big Ten,Duquesne,A10,,,,,,,,,,,
Andjela Matic,,,,,LMU (CA),WCC,Duquesne,A10,,,,,,,,,,,
Brecken Snotherly,,,,,High Point,Big South,ETSU,SoCon,,,,,,,,,,,
Jenessa Cotton,,,,,Kansas St.,Big 12,Duke,ACC,,,,,,,,,,,
Amiya Joyner,,,,,LSU,SEC,East Carolina,American,,,,,,,,,,,
